
----------------------------------------------------------------------------------------------------
Final table
----------------------------------------------------------------------------------------------------

 Cut WH_120 Err, TTH_120 Err, ZH_120 Err, DiBosons Err, EWK Err, DY Err, QCD Err, Data Err,
 Cut WH_120 Err, TTH_120 Err, ZH_120 Err, DiBosons Err, EWK Err, DY Err, QCD Err, Data Err,
|VertexHistosBeforeMCFilter| 1,0000000000 0,0040497452 1,0000000000 0,0040497451 1,0000000000 0,0040497451 1,0000000000 0,0029394279 1,0000000000 0,0027320286 1,0000000000 0,0006623685 1,0000000000 0,0012233933 1,0000000000 0,0000000000 
|TriggerHistosBeforeSel| 0,4519917447 0,0023199616 0,2730718496 0,0016887354 0,2749426716 0,0016949346 1,0000000000 0,0029394279 1,0000000000 0,0027320286 1,0000000000 0,0006623685 1,0000000000 0,0012233933 1,0000000000 756234549374205931449371709728157867299505247900105965568,0000000000 
|TriggerHistosAfterSel| 0,6423871424 0,0043771561 0,6419997123 0,0056263921 0,6815004651 0,0058449376 0,5817464663 0,0019272264 0,1818135742 0,0007837179 0,8986006241 0,0006118634 0,2648327019 0,0005010519 0,6635694976 0,0000000019 
|VertexHistosBeforeSel| 1,0000000000 0,0075211950 1,0000000000 0,0096706599 1,0000000000 0,0093546215 1,0000000000 0,0036482094 1,0000000000 0,0054495719 1,0000000000 0,0006989537 1,0000000000 0,0023795602 1,0000000000 0,0000000043 
|VertexHistosAfterSel| 0,9980114516 0,0075098296 0,9999023582 0,0096699409 0,9989720841 0,0093473373 0,9988849891 0,0036448948 0,9995222190 0,0054473375 0,9971225859 0,0006974428 0,9988569646 0,0023775180 0,9983778368 0,0000000043 
|MuonHistosBeforeMuonEta| 1,0000000000 0,0075283893 1,0000000000 0,0096711106 1,0000000000 0,0093592887 1,0000000000 0,0036497173 1,0000000000 0,0054503108 1,0000000000 0,0006999568 1,0000000000 0,0023809169 1,0000000000 0,0000000043 
|MuonHistosBeforeMuonID| 0,9977595957 0,0075156867 0,9999990014 0,0096711057 0,9974950730 0,0093415984 0,9967482289 0,0036406431 0,9987259375 0,0054442748 0,9952945193 0,0006974775 0,9978491844 0,0023770631 0,9968392065 0,0000000043 
|MuonHistosBeforeMuonIso| 0,9847038004 0,0074500428 0,9728307149 0,0094739227 0,9837151728 0,0092565784 0,9852244854 0,0036144588 0,9490942843 0,0052403901 0,9910548336 0,0006968926 0,8612288867 0,0021339045 0,8784596283 0,0000000038 
|MuonHistosAfterMuonIso| 0,9674616603 0,0074092642 0,8083999414 0,0083833807 0,9536377523 0,0091193064 0,9536468048 0,0035527344 0,8171679442 0,0049120729 0,9937691986 0,0007014801 0,1117849465 0,0006401982 0,3498259490 0,0000000017 
|MuonHistosBeforeMuonPt1| 1,0000000000 0,0077216929 1,0000000000 0,0109060164 1,0000000000 0,0096753136 1,0000000000 0,0037683769 1,0000000000 0,0064046128 1,0000000000 0,0007069854 1,0000000000 0,0076811908 1,0000000000 0,0000000137 
|MuonHistosAfterMuonPt1| 0,8483226180 0,0068360678 0,8287802532 0,0094932775 0,8755263828 0,0087660494 0,9415467161 0,0035984798 0,8542518463 0,0056774350 0,9598125209 0,0006856365 0,2213986332 0,0028222918 0,6456258103 0,0000000082 
|MuonHistosBeforeMuonPt2| 1,0000000000 0,0083814666 1,0000000000 0,0119779267 1,0000000000 0,0103383446 1,0000000000 0,0038746470 1,0000000000 0,0068790966 1,0000000000 0,0007216280 1,0000000000 0,0163094986 1,0000000000 0,0000000196 
|MuonHistosAfterMuonPt2| 0,6608966172 0,0062078272 0,4000127989 0,0063410459 0,6977589218 0,0079585643 0,7140843543 0,0029920523 0,0912053689 0,0006955906 0,7889766617 0,0006062303 0,0460750293 0,0025345771 0,7107736241 0,0000000113 
|MuonHistosBeforeEleSequence| 0,8782462840 0,0093598037 0,5513228397 0,0123953227 0,7313864456 0,0098595572 0,8916162533 0,0041583305 0,7312443716 0,0071182074 0,9771293401 0,0007985471 0,9270611437 0,0719159300 0,9683457405 0,0000000203 
|TauHistosBeforeTauEta| 1,0000000000 0,0109977319 1,0000000000 0,0255313818 1,0000000000 0,0144964766 1,0000000000 0,0048375676 1,0000000000 0,0109775591 1,0000000000 0,0008220100 1,0000000000 0,0790526988 1,0000000000 0,0000000217 
|TauHistosBeforeDeltaR| 1,0000000000 0,0109977319 1,0000000000 0,0255313818 1,0000000000 0,0144964766 1,0000000000 0,0048375676 1,0000000000 0,0109775591 1,0000000000 0,0008220100 1,0000000000 0,0790526988 1,0000000000 0,0000000217 
|TauHistosBeforeTauPt| 1,0000000000 0,0109977319 1,0000000000 0,0255313818 1,0000000000 0,0144964766 1,0000000000 0,0048375676 1,0000000000 0,0109775591 1,0000000000 0,0008220100 1,0000000000 0,0790526988 1,0000000000 0,0000000217 
|TauHistosBeforeTauID| 0,5968575257 0,0075913260 0,9565812314 0,0247035425 0,7273554335 0,0114868654 0,3426684184 0,0020576247 0,6332183542 0,0061569085 0,1056037420 0,0001969773 0,1116459102 0,0196669396 0,1088454166 0,0000000018 
|TauHistosBeforeTauIso| 0,9190686856 0,0133720804 0,9785553631 0,0256967710 0,9441775799 0,0162825367 0,8827767288 0,0063038369 0,9331769436 0,0074900264 0,6900934809 0,0019246916 0,6939878589 0,1822701302 0,6640847683 0,0000000980 
|TauHistosBeforeMuonVeto| 0,5041902669 0,0091502609 0,3870212216 0,0136675275 0,6056104076 0,0121994457 0,1694140086 0,0021870577 0,0226619198 0,0010995753 0,0480750252 0,0004821791 0,0070967248 0,0072410070 0,0480071731 0,0000000076 
|TauHistosBeforeEleVeto| 0,9996133612 0,0209209216 1,0000000000 0,0423919634 0,9994596474 0,0224726377 0,9990259144 0,0167217479 0,9993626308 0,0681542527 0,9992056420 0,0138454312 1,0000000000 1,4142136303 0,9986221678 0,0000032812 
|TauHistosBeforeHighestPt| 0,5900795008 0,0143407615 0,5699917899 0,0283235925 0,6716339340 0,0168358481 0,2983503711 0,0074378173 0,6157222178 0,0548988930 0,7630539468 0,0113682269 1,0000000000 1,4142136303 0,7364709489 0,0000018623 
|TauHistosBeforeDiTau| 1,0000000000 0,0272611503 1,0000000000 0,0560478178 1,0000000000 0,0274046752 1,0000000000 0,0310274729 1,0000000000 0,1060474564 1,0000000000 0,0158692889 1,0000000000 1,4142136303 1,0000000000 0,0000034335 
|EleHistosBeforeDeltaR| 1,0000000000 0,0272611503 1,0000000000 0,0560478178 1,0000000000 0,0274046752 1,0000000000 0,0310274729 1,0000000000 0,1060474564 1,0000000000 0,0158692889 1,0000000000 1,4142136303 1,0000000000 0,0000034335 
|EleHistosBeforeMu2TauPairs| 0,9827208286 0,0269105918 0,8567679113 0,0500174440 0,8513882775 0,0243394844 0,9601433121 0,0301683002 0,9808581668 0,1049598551 0,9918800856 0,0157729957 1,0000000000 1,4142136303 0,9937552040 0,0000033832 
|DiTauHistosBeforeCharge| 1,0000000000 0,0275058241 1,0000000000 0,0606210295 1,0000000000 0,0297242454 1,0000000000 0,0318089125 1,0000000000 0,1079603704 1,0000000000 0,0159348825 1,0000000000 1,4142136303 1,0000000000 0,0000034258 
|DiTauHistosBeforeDeltaR| 0,8480092290 0,0243392139 0,7142054989 0,0474580928 0,5215591087 0,0187158325 0,5137080685 0,0197033750 0,5592104005 0,0853605032 0,4964134369 0,0097135959 0,0000000000 0,0000000000 0,5000000000 0,0000015763 
|DiTauHistosBeforeOnePair| 0,9992313274 0,0298328489 1,0000000000 0,0718051166 0,9989653910 0,0411010028 0,9968528423 0,0438318629 0,9999969189 0,1869365103 0,9972591071 0,0225775518 0,0000000000 0,0000000000 0,9970674487 0,0000062847 
|DiTauHistosFinalForMuTau| 1,0000000000 0,0298621014 1,0000000000 0,0718051166 1,0000000000 0,0411550493 1,0000000000 0,0440037401 1,0000000000 0,1869373743 1,0000000000 0,0226549256 0,0000000000 0,0000000000 1,0000000000 0,0000063217 
|JetHistosBeforeJetEt| 1,0000000000 0,0298621014 1,0000000000 0,0718051166 1,0000000000 0,0411550493 1,0000000000 0,0440037401 1,0000000000 0,1869373743 1,0000000000 0,0226549256 0,0000000000 0,0000000000 1,0000000000 0,0000063217 
|JetHistosBeforeJetEta| 1,0000000000 0,0298621014 1,0000000000 0,0718051166 1,0000000000 0,0411550493 1,0000000000 0,0440037401 1,0000000000 0,1869373743 1,0000000000 0,0226549256 0,0000000000 0,0000000000 1,0000000000 0,0000063217 
|JetHistosBeforeJetBTag| 1,0000000000 0,0298621014 1,0000000000 0,0718051166 1,0000000000 0,0411550493 1,0000000000 0,0440037401 1,0000000000 0,1869373743 1,0000000000 0,0226549256 0,0000000000 0,0000000000 1,0000000000 0,0000063217 
